행정구역,2022년07월_남_총인구수,2022년07월_남_연령구간인구수,2022년07월_남_0~9세,2022년07월_남_10~19세,2022년07월_남_20~29세,2022년07월_남_30~39세,2022년07월_남_40~49세,2022년07월_남_50~59세,2022년07월_남_60~69세,2022년07월_남_70~79세,2022년07월_남_80~89세,2022년07월_남_90~99세,2022년07월_남_100세 이상,2022년07월_여_총인구수,2022년07월_여_연령구간인구수,2022년07월_여_0~9세,2022년07월_여_10~19세,2022년07월_여_20~29세,2022년07월_여_30~39세,2022년07월_여_40~49세,2022년07월_여_50~59세,2022년07월_여_60~69세,2022년07월_여_70~79세,2022년07월_여_80~89세,2022년07월_여_90~99세,2022년07월_여_100세 이상
경기도 고양시 일산동구 (4128500000),145264,145264,9909,14552,21309,18979,23141,27673,18970,6826,3475,413,17,153710,153710,9543,13842,21120,19335,25645,29397,18559,8877,6218,1148,26
경기도 고양시 일산동구 식사동(4128551000),19701,19701,2048,2679,2571,2146,3654,3639,2019,619,293,32,1,20791,20791,1930,2563,2597,2511,4170,3689,1878,843,513,96,1
경기도 고양시 일산동구 중산1동(4128552500),10416,10416,485,913,1669,1195,1339,2035,1774,602,346,57,1,11060,11060,501,818,1464,1151,1437,2395,1677,822,665,128,2
경기도 고양시 일산동구 중산2동(4128552600),11745,11745,1046,1224,1676,1442,1909,2138,1445,569,267,29,0,12743,12743,1009,1158,1531,1495,2094,2520,1607,726,509,93,1
경기도 고양시 일산동구 정발산동(4128553000),11103,11103,604,999,1843,1532,1480,2079,1575,663,296,31,1,11899,11899,572,958,1735,1414,1767,2354,1681,809,515,93,1
경기도 고양시 일산동구 풍산동(4128554000),18333,18333,1438,2141,2609,2154,2959,3327,2354,859,438,53,1,19764,19764,1381,2030,2513,2249,3338,3690,2490,1185,744,141,3
경기도 고양시 일산동구 백석1동(4128555100),14233,14233,930,1301,2131,2193,2236,2631,1834,617,327,32,1,15726,15726,928,1244,2331,2288,2425,3106,1905,883,528,86,2
경기도 고양시 일산동구 백석2동(4128555200),9909,9909,398,630,1519,1608,1645,2025,1323,498,234,28,1,10729,10729,410,597,1772,1712,1759,1966,1272,655,501,82,3
경기도 고양시 일산동구 마두1동(4128556000),11335,11335,607,1590,1792,1051,1636,2344,1518,496,267,33,1,12296,12296,612,1540,1739,1150,2149,2422,1434,654,495,98,3
경기도 고양시 일산동구 마두2동(4128557000),7506,7506,528,1072,1039,667,1189,1503,894,327,247,38,2,8458,8458,495,1038,1061,819,1544,1620,879,471,467,62,2
경기도 고양시 일산동구 장항1동(4128558000),5703,5703,690,495,657,784,1097,994,662,250,71,3,0,5544,5544,623,465,609,925,1068,935,569,215,112,21,2
경기도 고양시 일산동구 장항2동(4128559000),13185,13185,477,714,2197,2579,2204,2565,1515,533,350,46,5,13763,13763,443,766,2608,2344,2355,2531,1354,731,544,83,4
경기도 고양시 일산동구 고봉동(4128560000),12095,12095,658,794,1606,1628,1793,2393,2057,793,339,31,3,10937,10937,639,665,1160,1277,1539,2169,1813,883,625,165,2
경기도 고양시 일산서구 (4128700000),142407,142407,10030,16097,20472,17104,22547,27269,18007,6714,3713,446,8,151440,151440,9819,15437,19377,17642,25295,29350,17699,9130,6540,1112,39
경기도 고양시 일산서구 일산1동(4128751000),12822,12822,858,1237,1918,1505,1901,2426,1795,736,402,44,0,13769,13769,820,1231,1795,1542,2049,2735,1876,979,637,98,7
경기도 고양시 일산서구 일산2동(4128752000),8950,8950,392,682,1343,938,1148,2008,1611,529,266,33,0,9128,9128,406,651,1156,924,1157,2039,1493,719,491,88,4
경기도 고양시 일산서구 일산3동(4128753000),16764,16764,1225,2800,2235,1670,2896,3158,1856,571,316,35,2,17881,17881,1119,2652,2105,1762,3679,3394,1682,800,563,122,3
경기도 고양시 일산서구 탄현1동(4128754500),15226,15226,1199,1514,2395,2024,2376,3093,1713,540,325,47,0,15826,15826,1112,1460,2280,2010,2536,3262,1579,803,665,116,3
경기도 고양시 일산서구 탄현2동(4128754600),9506,9506,916,1143,1176,1269,1693,1634,1025,411,215,24,0,10174,10174,897,1092,1135,1354,1851,1763,1084,573,364,59,2
경기도 고양시 일산서구 주엽1동(4128755000),12914,12914,801,1535,1816,1563,1955,2347,1648,682,492,73,2,14652,14652,791,1471,1763,1695,2372,2737,1763,1010,920,124,6
경기도 고양시 일산서구 주엽2동(4128756000),13225,13225,910,1513,1729,1593,2036,2354,1759,721,526,83,1,15031,15031,858,1497,1750,1664,2396,2763,1806,1162,977,154,4
경기도 고양시 일산서구 대화동(4128757000),17448,17448,1058,1463,2946,2685,2594,3190,2260,841,372,38,1,18443,18443,1057,1337,3010,2595,2725,3594,2251,1043,717,109,5
경기도 고양시 일산서구 송포동(4128758000),10459,10459,734,1093,1535,1320,1634,2002,1317,517,281,24,2,10704,10704,792,1012,1272,1389,1801,2121,1256,615,364,82,0
경기도 고양시 일산서구 덕이동(4128760000),15469,15469,1305,1881,2028,1691,2759,2988,1842,666,288,21,0,16058,16058,1305,1839,1940,1804,2943,3060,1790,787,484,101,5
경기도 고양시 일산서구 가좌동(4128761000),9624,9624,632,1236,1351,846,1555,2069,1181,500,230,24,0,9774,9774,662,1195,1171,903,1786,1882,1119,639,358,59,0
경기도 과천시 (4129000000),38655,38655,3770,3796,5250,5831,5852,6344,4894,1943,863,110,2,39990,39990,3500,3637,4851,5907,6072,6859,5070,2365,1393,326,10
경기도 과천시 중앙동(4129051000),5225,5225,430,438,774,703,667,886,841,320,146,19,1,5559,5559,385,463,688,730,747,1038,853,351,237,63,4
경기도 과천시 갈현동(4129052000),9662,9662,1301,1173,1115,1328,1748,1543,934,321,176,23,0,10206,10206,1202,1219,1075,1595,1818,1542,953,467,284,50,1
경기도 과천시 별양동(4129053000),8149,8149,734,828,1168,1169,1168,1385,1106,395,167,28,1,8600,8600,729,778,1113,1202,1285,1554,1130,431,305,72,1
경기도 과천시 부림동(4129054000),7319,7319,782,661,1013,1229,1033,1195,892,337,157,20,0,7541,7541,678,616,939,1249,1088,1325,903,432,248,61,2
경기도 과천시 과천동(4129055000),4730,4730,276,305,652,893,713,721,698,329,132,11,0,4355,4355,284,234,535,690,580,744,735,356,154,43,0
경기도 과천시 문원동(4129056000),3570,3570,247,391,528,509,523,614,423,241,85,9,0,3729,3729,222,327,501,441,554,656,496,328,165,37,2
경기도 구리시 (4131000000),94287,94287,6872,8730,12873,12441,15505,16977,13226,5424,2046,189,4,96036,96036,6396,8310,12184,12162,15507,17694,13295,6601,3368,506,13
경기도 구리시 갈매동(4131051000),14954,14954,2110,1251,1449,2290,3329,1942,1658,745,164,16,0,15326,15326,1956,1285,1444,2634,2946,2104,1838,775,280,62,2
경기도 구리시 동구동(4131052000),18091,18091,1228,1933,2688,2240,2704,3425,2472,921,434,46,0,18705,18705,1137,1700,2509,2167,2980,3817,2389,1207,689,109,1
경기도 구리시 인창동(4131053000),11266,11266,782,1179,1596,1504,1753,2115,1432,640,242,23,0,11866,11866,759,1118,1586,1466,2010,2176,1516,788,407,40,0
경기도 구리시 교문1동(4131054100),8273,8273,341,487,1098,1110,1275,1627,1436,639,238,22,0,7794,7794,313,502,971,922,1057,1510,1361,708,389,58,3
경기도 구리시 교문2동(4131054200),10460,10460,722,1258,1491,1159,1675,1855,1443,589,245,22,1,11060,11060,675,1250,1371,1204,1924,2030,1512,679,360,51,4
경기도 구리시 수택1동(4131057000),7745,7745,387,566,1109,1093,1123,1477,1299,510,166,14,1,7789,7789,334,485,1163,924,1082,1566,1275,616,298,46,0
경기도 구리시 수택2동(4131058000),12471,12471,586,969,1871,1616,1816,2437,2054,793,307,21,1,12703,12703,590,933,1714,1495,1675,2485,2084,1093,555,77,2
경기도 구리시 수택3동(4131059000),11027,11027,716,1087,1571,1429,1830,2099,1432,587,250,25,1,10793,10793,632,1037,1426,1350,1833,2006,1320,735,390,63,1
경기도 남양주시 (4136000000),366308,366308,31349,40703,44183,44280,66136,63355,45302,21915,8363,701,21,370556,370556,29665,38362,41019,44978,66366,60997,47458,25936,13345,2327,103
경기도 남양주시 와부읍(4136025000),29036,29036,1737,3534,3842,2753,4656,5522,3809,2207,892,80,4,29912,29912,1601,3389,3395,2702,5308,5453,4073,2499,1262,221,9
경기도 남양주시 진접읍(4136025300),48589,48589,3868,6042,5802,5178,8722,8738,6181,2864,1102,91,1,47819,47819,3617,5597,5118,5066,8771,7863,6167,3501,1831,271,17
경기도 남양주시 화도읍(4136025600),33057,33057,2302,3603,4080,3634,6065,6161,4252,2076,808,75,1,33293,33293,2240,3315,3749,3472,5970,5850,4506,2687,1299,197,8
경기도 남양주시 화도읍동부출장소(4136025700),7311,7311,759,736,758,966,1347,1175,982,415,154,18,1,7324,7324,693,767,687,985,1263,1162,1006,446,242,72,1
경기도 남양주시 화도읍남부출장소(4136025800),18478,18478,1678,2317,2068,2080,3482,3306,2120,997,399,30,1,18354,18354,1520,2067,1891,2135,3606,2971,2193,1247,622,98,4
경기도 남양주시 진건읍(4136025900),11866,11866,467,864,1602,1237,1560,2555,2244,928,382,27,0,10980,10980,377,789,1289,993,1392,2280,2021,1076,642,116,5
경기도 남양주시 오남읍(4136026200),26538,26538,1730,3239,3538,2622,4703,5382,3081,1515,677,50,1,26329,26329,1599,2981,3155,2524,4769,4840,3170,2019,1096,170,6
경기도 남양주시 퇴계원읍(4136026500),14187,14187,706,1270,1961,1704,2013,2628,2399,1075,402,28,1,14283,14283,738,1153,1714,1480,1970,2786,2472,1200,669,100,1
경기도 남양주시 별내면(4136031000),9657,9657,525,983,1220,896,1519,1915,1419,755,386,38,1,9599,9599,494,832,1165,821,1452,1795,1495,939,513,88,5
경기도 남양주시 수동면(4136034000),4901,4901,160,468,465,396,555,984,1032,581,230,28,2,4322,4322,140,306,327,305,455,785,984,577,323,115,5
경기도 남양주시 조안면(4136036000),2073,2073,86,116,202,193,255,393,470,253,97,8,0,1934,1934,73,120,166,162,237,362,409,239,138,28,0
경기도 남양주시 호평동(4136051000),27907,27907,2948,3660,3248,3269,5662,4551,2586,1386,550,45,2,29254,29254,2707,3495,2932,3683,6068,4498,3021,1867,832,143,8
경기도 남양주시 평내동(4136052000),18289,18289,1551,2488,2328,2141,3447,3232,1802,914,354,32,0,18839,18839,1445,2365,2252,2171,3680,3152,1977,1091,605,96,5
경기도 남양주시 금곡동(4136053000),9289,9289,281,550,1243,1130,1103,1845,1959,808,338,32,0,8876,8876,289,491,974,848,976,1792,1895,904,594,107,6
경기도 남양주시 양정동(4136054000),2252,2252,65,67,270,256,249,454,576,220,90,5,0,1653,1653,62,71,163,170,138,318,382,213,123,12,1
경기도 남양주시 다산1동(4136054500),46482,46482,6156,4996,5086,7444,9772,6043,4127,2155,665,37,1,48376,48376,5916,4921,5429,8373,9215,6108,4768,2354,1080,204,8
경기도 남양주시 다산2동(4136056500),17434,17434,2136,2094,1876,2097,3783,2718,1732,731,241,26,0,18232,18232,2079,1984,1746,2559,3812,2761,1955,848,409,77,2
경기도 남양주시 별내동(4136057000),38962,38962,4194,3676,4594,6284,7243,5753,4531,2035,596,51,5,41177,41177,4075,3719,4867,6529,7284,6221,4964,2229,1065,212,12
경기도 풍양출장소 (4136200000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 오산시 (4137000000),119711,119711,10491,12942,16580,19990,23710,18194,11270,4656,1741,134,3,110470,110470,10074,12216,13899,16438,20736,16491,11449,5770,2918,468,11
경기도 오산시 중앙동(4137051000),17769,17769,1779,2044,2239,2621,3366,2904,1758,722,318,18,0,17612,17612,1693,2084,2011,2479,3272,2737,1802,958,503,72,1
경기도 오산시 남촌동(4137053000),12390,12390,391,556,2169,3225,2553,1882,1060,394,154,6,0,8204,8204,404,536,1484,1689,1453,1123,831,430,220,33,1
경기도 오산시 신장동(4137054000),30848,30848,3107,3790,3618,4664,6460,4411,2991,1309,460,37,1,30090,30090,3015,3621,3219,4268,5778,4267,3302,1638,844,133,5
경기도 오산시 세마동(4137055000),16380,16380,1843,1788,2067,2814,3332,2270,1492,589,172,13,0,15511,15511,1760,1700,1809,2564,3034,2156,1485,606,323,71,3
경기도 오산시 초평동(4137056000),8580,8580,618,988,1220,1295,1630,1367,934,374,139,15,0,8027,8027,589,894,1008,1054,1505,1290,901,497,261,28,0
경기도 오산시 대원동(4137057000),33744,33744,2753,3776,5267,5371,6369,5360,3035,1268,498,45,2,31026,31026,2613,3381,4368,4384,5694,4918,3128,1641,767,131,1
경기도 시흥시 (4139000000),268347,268347,23484,26024,36940,41129,50337,47424,29525,9737,3418,315,14,245421,245421,22909,24671,30875,35601,42840,43039,26206,11223,6795,1213,49
경기도 시흥시 대야동(4139051000),22245,22245,1743,1741,3297,3449,3409,4054,3178,1001,346,27,0,21788,21788,1669,1688,2929,3214,3125,4236,2892,1118,760,154,3
경기도 시흥시 신천동(4139052000),18384,18384,739,1487,3063,2202,2457,4046,3060,994,309,25,2,17331,17331,714,1360,2509,1791,2251,3911,2748,1191,745,103,8
경기도 시흥시 신현동(4139053100),5172,5172,192,356,724,587,647,1123,1020,368,131,20,4,4651,4651,205,322,581,408,570,1011,855,401,253,42,3
경기도 시흥시 은행동(4139054000),27877,27877,3464,3014,3238,4368,5356,4296,2875,955,286,25,0,27990,27990,3469,2841,3039,4628,4972,4475,2775,1049,620,120,2
경기도 시흥시 매화동(4139055000),6364,6364,286,590,929,647,950,1369,991,415,165,21,1,5723,5723,317,540,673,495,815,1167,835,506,313,59,3
경기도 시흥시 목감동(4139057000),21316,21316,2714,1820,2021,3747,4325,2937,2461,985,278,27,1,20756,20756,2679,1781,1887,3756,3693,2855,2427,1000,567,106,5
경기도 시흥시 군자동(4139058100),11219,11219,701,1097,1482,1350,2067,2127,1542,614,223,15,1,10241,10241,614,1027,1198,1037,1683,1910,1514,746,436,74,2
경기도 시흥시 월곶동(4139058200),8610,8610,639,797,1015,1348,1761,1535,928,422,153,12,0,7934,7934,677,726,882,1157,1420,1330,976,471,252,43,0
경기도 시흥시 정왕본동(4139058900),12779,12779,516,578,2009,2681,2846,2417,1266,354,102,9,1,7456,7456,521,535,1044,1233,1341,1378,847,333,184,36,4
경기도 시흥시 정왕1동(4139059100),13707,13707,578,1126,2650,2019,2842,2645,1339,377,119,11,1,9190,9190,603,951,1397,1200,1627,1707,988,432,237,45,3
경기도 시흥시 정왕2동(4139059200),17455,17455,1054,1730,2911,2627,3369,3399,1672,454,214,25,0,14565,14565,1048,1681,2089,1724,2685,2956,1323,616,384,57,2
경기도 시흥시 정왕3동(4139059300),13000,13000,760,1107,1664,1804,2782,2716,1561,425,165,15,1,9944,9944,768,989,1233,1216,1754,2000,1150,489,278,64,3
경기도 시흥시 정왕4동(4139059400),10258,10258,762,1267,1731,1179,1724,2135,1010,269,166,15,0,10427,10427,679,1226,1622,1145,1874,2239,871,428,302,38,3
경기도 시흥시 배곧1동(4139059600),17566,17566,2741,2318,1622,2904,4143,2247,1204,302,78,7,0,17766,17766,2712,2252,1666,3267,3829,2337,1159,338,174,31,1
경기도 시흥시 배곧2동(4139059700),18457,18457,2264,2002,2804,3758,4033,2318,980,218,75,5,0,16875,16875,2172,2083,2480,3182,3516,2128,914,256,118,26,0
경기도 시흥시 과림동(4139062100),1174,1174,21,27,92,122,112,253,359,141,42,5,0,739,739,25,20,59,61,52,138,217,107,48,12,0
경기도 시흥시 연성동(4139063000),12637,12637,986,1357,1930,1703,1981,2632,1296,503,237,12,0,12093,12093,923,1266,1754,1520,1976,2402,1182,598,404,65,3
경기도 시흥시 장곡동(4139063100),17537,17537,1975,2211,2141,2672,3402,2940,1532,492,150,22,0,17214,17214,1890,2011,2148,2685,3411,2717,1358,581,348,63,2
경기도 시흥시 능곡동(4139064000),12590,12590,1349,1399,1617,1962,2131,2235,1251,448,179,17,2,12738,12738,1224,1372,1685,1882,2246,2142,1175,563,372,75,2
경기도 군포시 (4141000000),132798,132798,9144,12944,18751,19567,20741,23050,18147,7115,2976,353,10,134874,134874,8685,12080,17270,17573,21260,24199,19020,8460,5328,958,41
경기도 군포시 군포1동(4141051000),17531,17531,920,1288,2838,2672,2595,3342,2569,931,340,35,1,15675,15675,859,1203,2348,1955,2185,3039,2398,1061,517,105,5
경기도 군포시 군포2동(4141052000),21507,21507,1630,2514,3028,2813,3422,3759,2893,1041,368,38,1,21794,21794,1574,2275,2775,2707,3631,4076,2870,1121,642,114,9
경기도 군포시 산본1동(4141054000),7937,7937,289,418,1327,1322,1040,1314,1371,627,208,21,0,7773,7773,274,341,1094,943,863,1511,1477,758,436,73,3
경기도 군포시 산본2동(4141055000),12620,12620,947,1319,1727,1639,1942,2129,1926,683,274,33,1,13518,13518,919,1320,1608,1684,2215,2446,1974,789,459,103,1
경기도 군포시 금정동(4141056000),10110,10110,510,655,1607,1649,1469,1880,1553,590,181,15,1,9220,9220,429,576,1441,1254,1238,1762,1553,580,330,53,4
경기도 군포시 재궁동(4141057000),8629,8629,509,647,1258,1559,1194,1455,1209,525,245,26,2,9608,9608,454,645,1239,1404,1354,1637,1482,771,530,89,3
경기도 군포시 오금동(4141058000),10203,10203,795,1009,1321,1797,1669,1618,1212,469,281,32,0,10882,10882,783,939,1300,1732,1824,1798,1375,633,426,71,1
경기도 군포시 수리동(4141059000),7602,7602,447,725,956,1059,1182,1351,1052,484,302,43,1,8372,8372,426,702,940,1028,1267,1483,1235,701,507,83,0
경기도 군포시 궁내동(4141060000),9923,9923,836,1505,1308,995,1738,1804,1056,415,226,39,1,10314,10314,723,1428,1144,1025,2045,1861,1107,502,414,62,3
경기도 군포시 대야동(4141061000),4804,4804,292,492,570,600,788,859,752,324,114,12,1,4790,4790,306,440,537,552,726,925,708,359,188,45,4
경기도 군포시 광정동(4141062000),11752,11752,720,1326,1729,1588,1767,2205,1473,588,310,45,1,12490,12490,725,1189,1719,1500,2044,2152,1616,755,664,120,6
경기도 군포시 송부동(4141063000),10180,10180,1249,1046,1082,1874,1935,1334,1081,438,127,14,0,10438,10438,1213,1022,1125,1789,1868,1509,1225,430,215,40,2
경기도 의왕시 (4143000000),80018,80018,6261,7160,11363,11543,11858,13846,11623,4511,1670,181,2,81278,81278,5951,6707,10269,11006,11808,15060,12001,4941,2914,597,24
경기도 의왕시 고천동(4143051000),7146,7146,471,483,1074,1516,879,915,1104,506,174,24,0,6901,6901,405,415,994,1269,781,990,1153,532,285,74,3
경기도 의왕시 부곡동(4143052000),14316,14316,1048,1184,2058,2123,2159,2475,1947,891,393,37,1,13932,13932,966,1069,1734,1847,1936,2476,2012,1091,695,104,2
경기도 의왕시 오전동(4143053000),19432,19432,1382,1961,2668,2493,2925,3450,2957,1171,392,33,0,19642,19642,1422,1807,2332,2425,3000,3685,3063,1188,595,121,4
경기도 의왕시 내손1동(4143054000),9958,9958,683,956,1574,1151,1396,1906,1542,508,213,29,0,10452,10452,660,882,1506,1190,1510,2120,1552,574,369,84,5
경기도 의왕시 내손2동(4143055000),10844,10844,1079,1058,1452,1583,1721,1848,1431,457,196,19,0,11308,11308,1029,996,1363,1691,1717,2084,1425,560,361,80,2
경기도 의왕시 청계동(4143056000),18322,18322,1598,1518,2537,2677,2778,3252,2642,978,302,39,1,19043,19043,1469,1538,2340,2584,2864,3705,2796,996,609,134,8
경기도 하남시 (4145000000),161761,161761,16534,14923,18730,26480,30591,23425,19127,9153,2554,236,8,161913,161913,15789,14621,18793,26185,28455,23119,20452,9281,4290,889,39
경기도 하남시 천현동(4145051000),4027,4027,139,191,496,551,582,775,842,341,98,12,0,3257,3257,144,190,324,408,332,597,732,311,165,53,1
경기도 하남시 신장1동(4145052000),3524,3524,147,184,516,695,520,594,542,241,77,8,0,3229,3229,130,167,444,455,403,601,563,296,141,29,0
경기도 하남시 신장2동(4145053000),22998,22998,1949,2014,2515,3503,3824,3356,3437,1806,542,49,3,23595,23595,1874,1926,2407,3302,3666,3694,3900,1872,811,138,5
경기도 하남시 덕풍1동(4145054000),7752,7752,454,495,1079,1156,1089,1296,1319,644,203,16,1,7463,7463,406,432,845,966,952,1391,1483,664,283,37,4
경기도 하남시 덕풍2동(4145055000),9424,9424,513,510,1250,1571,1333,1557,1657,804,216,12,1,9256,9256,488,501,1046,1260,1142,1633,1832,839,433,81,1
경기도 하남시 덕풍3동(4145056000),12651,12651,1017,1228,1619,1718,2136,2079,1678,873,282,21,0,12867,12867,861,1193,1488,1623,2110,2140,1953,982,411,103,3
경기도 하남시 풍산동(4145057000),14749,14749,2047,1609,1536,2176,3284,1986,1361,585,144,21,0,15131,15131,2056,1603,1531,2574,3087,1996,1407,534,260,76,7
경기도 하남시 감북동(4145058000),1513,1513,48,65,183,242,193,309,300,119,47,7,0,1230,1230,34,62,127,163,156,237,239,119,80,13,0
경기도 하남시 감일동(4145058200),16239,16239,2638,1607,1594,2836,3273,2051,1399,657,164,20,0,16232,16232,2488,1562,1579,3174,3040,1934,1440,624,318,67,6
경기도 하남시 위례동(4145058500),14867,14867,2086,1693,1555,2216,3095,2186,1437,483,104,9,3,15439,15439,2091,1699,1629,2676,3034,2255,1375,444,186,47,3
경기도 하남시 춘궁동(4145059000),2086,2086,59,95,236,233,267,460,439,196,95,6,0,1580,1580,55,73,177,163,166,268,339,195,118,25,1
경기도 하남시 초이동(4145060000),1970,1970,65,89,235,277,259,413,413,153,62,4,0,1497,1497,75,93,169,162,174,260,293,153,108,9,1
경기도 하남시 미사1동(4145061000),26712,26712,2479,2246,3970,6286,5319,3187,1968,1004,228,25,0,27051,27051,2290,2310,5119,5643,4917,3076,2191,991,420,91,3
경기도 하남시 미사2동(4145062000),23249,23249,2893,2897,1946,3020,5417,3176,2335,1247,292,26,0,24086,24086,2797,2810,1908,3616,5276,3037,2705,1257,556,120,4
경기도 용인시 (4146000000),535438,535438,46385,62672,71202,68842,96295,88777,55903,30287,13780,1260,35,543013,543013,44337,59357,65125,69180,99593,86375,59701,37334,18544,3345,122
경기도 용인시 처인구 (4146100000),134916,134916,9880,13931,18661,17662,22790,23015,17702,7899,3100,268,8,127428,127428,9322,12592,15558,15190,20655,21459,17316,9115,5184,1009,28
경기도 용인시 처인구 포곡읍(4146125000),17519,17519,1038,2011,2728,2102,3028,3242,2096,885,362,27,0,16352,16352,976,1754,2159,1670,2862,2915,2072,1157,662,125,0
경기도 용인시 처인구 모현읍(4146125300),14170,14170,943,1264,1862,1582,2444,2643,2097,943,367,25,0,12866,12866,830,1142,1534,1387,2125,2224,1931,1036,535,119,3
경기도 용인시 처인구 이동읍(4146125600),10512,10512,685,911,1215,1333,1762,1968,1634,696,281,25,2,9980,9980,678,845,931,1014,1491,1826,1657,862,555,115,6
경기도 용인시 처인구 남사읍(4146125900),12044,12044,1522,1128,897,1890,2435,1565,1503,824,261,18,1,11791,11791,1455,1133,797,1916,2117,1508,1549,826,410,79,1
경기도 용인시 처인구 원삼면(4146134000),4234,4234,159,266,397,377,554,846,919,511,188,16,1,3869,3869,164,242,287,278,452,716,895,445,323,64,3
경기도 용인시 처인구 백암면(4146135000),4905,4905,120,569,534,445,596,873,1023,482,244,18,1,4080,4080,105,448,328,282,373,642,919,478,434,70,1
경기도 용인시 처인구 양지면(4146136000),11313,11313,630,1765,1464,1424,1689,1868,1583,612,252,25,1,9570,9570,527,1212,1080,1038,1408,1665,1456,642,434,103,5
경기도 용인시 처인구 중앙동(4146151000),12761,12761,734,1073,2308,1833,2012,2158,1653,685,278,27,0,12384,12384,744,1051,2024,1450,1813,2131,1689,915,473,93,1
경기도 용인시 처인구 역북동(4146152500),16155,16155,1740,1599,2762,2776,2952,2090,1397,606,219,13,1,15794,15794,1629,1605,2534,2600,2750,2202,1373,718,322,59,2
경기도 용인시 처인구 삼가동(4146152600),6156,6156,497,638,934,813,963,1138,704,314,141,14,0,6361,6361,465,620,873,784,1062,1177,758,377,209,36,0
경기도 용인시 처인구 유림동(4146153000),18331,18331,1461,2134,2607,2283,3341,3323,1966,834,348,34,0,17974,17974,1436,2032,2208,2144,3302,3168,1935,1091,563,92,3
경기도 용인시 처인구 동부동(4146154000),6816,6816,351,573,953,804,1014,1301,1127,507,159,26,1,6407,6407,313,508,803,627,900,1285,1082,568,264,54,3
경기도 용인시 기흥구 (4146300000),216957,216957,19199,25841,29495,27411,39549,36073,21232,11940,5656,543,18,222717,222717,18290,24578,26963,27942,41848,35579,23559,15139,7451,1311,57
경기도 용인시 기흥구 신갈동(4146351000),18963,18963,1547,1788,2461,3057,3201,3212,2128,1006,517,44,2,19065,19065,1503,1675,2434,2791,3189,3117,2132,1371,744,103,6
경기도 용인시 기흥구 영덕1동(4146351600),15055,15055,1492,1866,1978,2139,2795,2652,1357,574,184,16,2,15176,15176,1401,1743,1748,2093,2940,2635,1517,673,345,78,3
경기도 용인시 기흥구 영덕2동(4146351700),8609,8609,893,589,1235,1564,1406,1331,920,380,226,64,1,8863,8863,899,594,1060,1537,1370,1489,990,413,394,113,4
경기도 용인시 기흥구 구갈동(4146352000),20746,20746,1961,1749,3223,3601,3633,3390,1930,906,329,23,1,20657,20657,1876,1573,3191,3626,3452,3349,1993,1035,458,98,6
경기도 용인시 기흥구 상갈동(4146353000),6835,6835,438,602,1067,1001,1135,1260,726,386,211,9,0,6310,6310,378,586,865,849,1050,1075,715,503,255,34,0
경기도 용인시 기흥구 보라동(4146353500),16356,16356,1327,2185,2078,1670,3082,2788,1715,1027,437,45,2,16804,16804,1266,2082,1922,1794,3185,2764,1869,1235,601,80,6
경기도 용인시 기흥구 기흥동(4146354000),10708,10708,804,1091,1416,1400,1869,1779,1333,693,302,20,1,10844,10844,788,1031,1200,1295,1887,1823,1499,856,395,69,1
경기도 용인시 기흥구 서농동(4146355000),13458,13458,1375,1362,2991,2138,2395,1616,1026,401,139,15,0,12783,12783,1370,1387,2147,2036,2284,1698,1090,505,232,33,1
경기도 용인시 기흥구 구성동(4146356000),19335,19335,1555,2467,2299,1994,3552,3235,2046,1391,754,41,1,20753,20753,1445,2356,2103,2069,3942,3290,2556,1928,862,193,9
경기도 용인시 기흥구 마북동(4146357000),15617,15617,1206,1579,2116,1921,2481,2545,1796,1251,644,73,5,16325,16325,1116,1482,1942,1867,2763,2721,2027,1576,701,123,7
경기도 용인시 기흥구 동백1동(4146357200),15593,15593,1396,2815,1844,1338,3472,2759,1053,616,272,28,0,16926,16926,1516,2727,1829,1599,3997,2499,1312,928,451,68,0
경기도 용인시 기흥구 동백2동(4146357500),13293,13293,1158,2355,1688,968,2631,2573,1030,572,289,27,2,13768,13768,1092,2199,1609,1183,3182,2210,1169,734,337,50,3
경기도 용인시 기흥구 동백3동(4146357700),13041,13041,1626,1776,1269,1608,2721,1742,1029,798,425,46,1,13736,13736,1463,1715,1286,1885,2839,1698,1243,1019,523,64,1
경기도 용인시 기흥구 상하동(4146358600),11735,11735,882,1335,1689,1279,1870,2253,1425,682,293,27,0,12428,12428,774,1260,1594,1349,2067,2409,1550,869,461,88,7
경기도 용인시 기흥구 보정동(4146359000),17613,17613,1539,2282,2141,1733,3306,2938,1718,1257,634,65,0,18279,18279,1403,2168,2033,1969,3701,2802,1897,1494,692,117,3
경기도 용인시 수지구 (4146500000),183565,183565,17306,22900,23046,23769,33956,29689,16969,10448,5024,449,9,192868,192868,16725,22187,22604,26048,37090,29337,18826,13080,5909,1025,37
경기도 용인시 수지구 풍덕천1동(4146551000),17998,17998,1336,1790,2614,3376,2791,2769,1819,988,466,49,0,17917,17917,1186,1646,2448,2883,2920,2755,2021,1268,676,107,7
경기도 용인시 수지구 풍덕천2동(4146552000),20001,20001,2127,2904,2375,2716,4234,3170,1357,681,399,38,0,20727,20727,2089,2746,2397,3043,4484,2904,1326,1018,625,94,1
